#gene_id	chr	edi_untreated	pi_untreated	edi_ratio	pi_ratio
CG10621-RA	chr2L	-2.21226820406274	2.3435479509989	0.263034405833794	0.159850955267739
Irbp-RA	chr3R	-0.241065188376426	1.02794279028851	-0.231132192112347	0.0855576246583973
CG10570-RA	chr2L	-1.90689059560852	1.3811726047168	0.506096164105563	-0.0615858315347183
MED14-RB	chr3L	-1.10955423906426	1.39777688961026	0.10530087990437	-0.00685367104106257
Jheh2-RA	chr2R	-2.13245029602365	2.8164768316041	-0.117140091243823	0.148258269166846
CG10306-RA	chr2R	1.43591824153556	1.27997330039322	-0.463927776321543	-0.160354462877972
l(1)G0334-RC	chrX	0.450695208184172	1.0428654796373	-0.752541294791277	-0.753849872552849
deltaCOP-RB	chrX	1.48649653686041	2.03710605766687	-0.134543821079552	0.362649226555729
dgt3-RB	chr2R	-0.877511197268341	1.89677498921957	0.107463269923185	0.507312169349664
CG32109-RA	chr3L	0.170377847282033	0.896779279641228	-0.967797095907144	-0.109315860294963
Tsp42Ed-RA	chr2R	1.82312223791592	1.54140046542358	-0.175105240547992	0.227410496103069
CycB-RD	chr2R	0.461552930690936	2.56144625289241	-0.149233681465004	0.370726682296701
CG1553-RA	chr2R	-2.83824170977125	-1.78216270843954	-0.367497605198505	-0.0695667118122639
Gp150-RC	chr2R	0.212220616279155	2.42640799650746	-0.435521804016815	0.238556880834667
CG5375-RB	chr2L	-0.233020840121613	0.918386234446348	-0.341380457553535	-0.0347654181606768
CG7280-RA	chrX	-0.625730281834302	0.197534353734767	-0.278043599696449	0.0542203909978926
Ddx1-RA	chr3L	-0.0977160152893393	1.01896923656659	-0.018140431936015	0.329064276168993
ham-RA	chr2L	0.0593042198446801	-0.152696378683694	-0.162565203469768	0.114955482618417
Cpr-RB	chr2L	-0.557572279460957	0.945755398153987	-0.0183214800315465	0.161953995868381
Chro-RA	chr3L	-0.354350041161342	0.583755674825001	-0.0379445354937812	0.375893069681606
DnaJ-H-RB	chr2L	3.23588826382067	0.054683995450888	0.222502692721623	0.288459288625658
isopeptidase-T-3-RB	chr2R	-0.0972768825808892	-0.542954974199582	-0.269266359545308	-0.0940941016460778
ytr-RA	chr2R	-1.35419112229369	-0.52250194506027	-0.0423938981275627	0.217513783935237
cnn-RA	chr2R	-1.25567418232259	-2.90874600608206	-0.273704169447969	0.53478864995606
CG14787-RA	chrX	-1.58496250072116	1.49620666592348	0	-0.385166969696705
granny-smith-RD	chr3R	2.43445517248012	1.46422015547914	0.0782643940224714	-0.137198946101844
lama-RC	chr3L	-1.73414345852804	NA	-0.31313386699167	0.744307569507374
fs(2)ltoPP43-RB	chr2L	-0.0858486681336455	2.0484722866338	-0.494598527021187	0.0633325553161142
rhi-RA	chr2R	-1.42786153963643	3.58496250072116	-0.107605750759699	0.275513367832378
CG34001-RB	chr3L	-1.02060354503039	0.825000850427434	-0.158266772634835	0.38452994810368
CG5808-RA	chr3R	0.682706032815477	1.80856676172641	-0.0920261890612662	0.457463066189588
Aats-lys-RB	chrX	0.237084302899052	-0.447055482341017	-0.22339130392303	0.497706588590723
CG13902-RB	chr3L	0.697971462550341	2.37295209791183	0.734230626444966	1.33023139861857
CG8831-RA	chr2R	1.14316177893581	1.87663293223267	-0.0433099845406408	0.366316171260229
lqf-RA	chr3L	0.00952847222653386	-0.984261137394832	-0.105285039855057	0.819874142643227
Ect4-RF	chr3L	0.206548916612639	1.94976621857167	0.205359145466272	0.300199781990359
Rab11-RB	chr3R	-0.852971721970242	1.57120015521161	-0.117726105816053	-0.038026770785502
MED25-RA	chr3R	0.656331182237091	1.48004349289036	-0.270675832671849	-0.15071554758459
SelG-RA	chrX	-0.351925233977804	1.78480308006776	-0.110221666022524	0.37214111150182
CG10428-RA	chr2L	-0.287950799602589	0.302372553784298	-0.00711236093215193	0.425794667288143
Pi4KIIalpha-RD	chr3R	-0.890432172875347	0.694599231038151	0.233820744028285	0.303472186450447
Mocs1-RB	chr3L	0.210054824470115	6.37202439157128	-0.0940174962462432	-0.281745238213087
U2af50-RA	chrX	-0.225393371973136	0.390667685559667	-0.182716554887684	0.0393998142029535
CG18081-RA	chr3L	0.533311431616838	1.87698910989466	-0.0752104983639251	0.277799975905951
mRpS9-RA	chr3R	-0.776160086950331	1.0513208366444	0.211253727934369	0.471028898047837
CG3626-RA	chrX	-1.27216029025642	1.55934030449826	0.109672134310688	0.417264880176854
Tim10-RB	chr2R	1.14381911010285	3.72574115650395	-0.176183991913995	-0.0476180202327391
CG31548-RA	chr3R	-1.04146661729539	1.79188351329517	1.00181243119427	0.968645567259065
CG30389-RC	chr2R	1.16402440000263	-1.36435457235216	0.294859931463975	0.398305535311252
CG4095-RA	chrX	-1.74139784048147	0.432959407276106	0.607330313749611	0.634819634397564
Gef26-RB	chr2L	0.00350744037388685	2.82166220042286	-0.312652741435641	0.641512767015472
CG5167-RA	chr3R	-1.06084723713932	1.50946276262575	-0.174026241562802	0.180866383917281
CG3056-RB	chrX	-0.85757687287062	0.777130358415246	-0.399720255493514	0.541973033846132
CG10326-RA	chr3R	-1.31641643342278	1.51024930131234	0.0762031697202914	0.222673130293089
CG5720-RA	chr3R	-1.49882609489228	0.687234774132234	-0.0260674715518621	0.358901526380899
tlk-RC	chrX	-1.1651916694358	-0.534637802155703	-0.489820926348008	0.150238579628896
Sym-RA	chr3R	-1.4619310290598	0.43329550544475	0.0039184925495974	0.201139872107853
CG2199-RA	chr3L	0.358977206571674	2.44678556214312	-0.0570386953152751	0.448828704871741
egr-RA	chr2R	-0.698782400278317	3.50298018361591	-0.0710926870165053	0.719044099217169
Reps-RA	chr2L	-0.277244945168153	1.82935463468552	-0.112658057146714	0.395170661244816
daw-RA	chr2L	1.79354912253257	5.40550502754187	-0.120374507985059	-0.286484194531179
CG30381-RB	chr2R	-0.350137724485748	1.58832486791192	-0.135883428081773	-0.413771421934853
CG1041-RB	chr3R	-0.164437681252494	1.79671640161125	-0.164551292058589	0.471471327034695
Gem3-RA	chr3L	-1.25303165351049	1.57724753559315	0.262634532592642	0.466927529536178
l(3)neo18-RA	chr3L	0.452512204697508	1.3321576563812	-0.294851471746981	-0.0741920176349889
CG6422-RC	chr3R	-0.0121129468640218	-0.0202320686844635	-0.152353353232991	0.127390957603761
CG18004-RC	chr2R	0.177642914603148	1.72805110782043	0.105924682050693	0.488513607376524
CG8931-RA	chrX	0.862628428053409	2.55052185539213	-0.0383527912892808	0.206450877467422
l(3)82Fd-RA	chr3R	-0.0609922033881315	0.489716109614385	0.0277168622243109	0.423409292054161
colt-RD	chr2L	0.384677098184498	0.802636373155071	0.552012078919865	0.479376492581153
pfk-RA	chr3L	-0.795641501493814	-0.299019975540131	0.147449841039212	0.416034578625846
CG5004-RD	chrX	-0.318556367422234	0.347980552087641	-0.0450602623243392	0.836325574048778
CG1550-RA	chr2R	0.570217804011454	2.25685970078961	-0.554200246950469	-0.242988463632035
RpL21-RA	chr2L	-0.649874686981937	-0.131538990885334	0.245201567254205	0.213719422486506
Oscillin-RB	chr2L	0.746816625095677	1.17951105027151	-0.00906209961618454	0.451202656452003
CG9932-RA	chr2L	-0.934658672957464	7.2948460495292	0.119774998832282	0.512493433389531
CG5877-RA	chrX	1.28890860887932	2.15093097886565	-0.0958088425868263	0.294120808251553
Ranbp21-RA	chrX	0.118836229509856	0.959387993269971	-0.533060892523586	-0.245171817959107
CG10973-RA	chr3L	-1.39608425270168	-0.164075925745625	0.153017419999229	0.422092256812793
CG7888-RB	chr3L	0.67890371069824	1.24679376482658	0.059706246124267	0.135300214652281
bin3-RA	chr2R	-0.443442891106567	3.82316999432299	-0.114542106315591	0.0772678101860019
Mob4-RA	chr2R	0.500720447999678	1.74750231303461	0.0278747280899558	0.350372764584796
Pms2-RA	chr2R	-0.862340531779588	1.11807131610137	-0.182972492142073	0.0760236603794202
grp-RA	chr2L	0.366252680358931	1.20118242978134	-0.0108565497974982	-0.147736218413136
pbl-RE	chr3L	0.374483974783649	-1.94942946076707	-0.26945486748138	0.0322085809103361
jar-RB	chr3R	-0.162190016882203	0.0617360161319729	0.0501677270411524	0.112380473454666
CG8408-RB	chrX	-0.0327565708987475	3.60813057828438	-0.28354256198267	0.151281493349528
CG5862-RA	chr3R	1.60233250497509	3.45347368093496	-0.957047854815454	-1.16600995143893
Utx-RB	chr2L	0.829635888817302	1.65559286027979	-0.316025432559278	0.135563482039695
l(2)gd1-RA	chr2L	-1.30994745653016	1.7998357024558	-0.401813804122679	-0.0264097642802654
CG11771-RA	chr3R	-0.718617552590089	0.0445106960657879	-0.218353696167033	0.0821196253388598
Jarid2-RD	chr3L	0.867455378917256	2.25317554577051	-0.283006501443199	0.118042579359977
HPS-RA	chr2R	-0.0767961810660535	2.09095377090469	0.190851998738666	0.554028379893539
CG33258-RB	chr3L	1.25153876699596	3.78847691185191	-0.734655433479004	-0.845412904325479
l(1)G0095-RA	chrX	0.229246092377508	3.05283319976294	-0.540389919079923	-0.39691759662969
CG30492-RF	chr2R	-0.934614072875863	-0.354561126952271	-0.225394977819819	-0.244424349589336
Sxl-RO	chrX	-0.649668190108972	0.667373830822699	0.142229482858158	0.127171240465109
fdl-RC	chr2R	-0.110877433190263	2.14236191015066	-0.378396403745323	0.0331355773855238
CG11077-RA	chr4	-0.231325546106456	1.03249272013287	0.876348851134362	0.761641478910155
Doa-RN	chr3R	-1.53718487427782	-0.504822609261667	-0.219744994250948	0.266824282521095
Tsp42Ee-RA	chr2R	-0.631718493407673	4.16130496000708	-0.501578204443682	0.115471390806788
CG11710-RB	chrX	-1.01804833404511	0.894401593902611	-0.241465325522007	-0.186341648839309
CG10063-RA	chr3L	-1.589861300134	2.93843217664811	0.584962500721156	-0.382333334206139
Tina-1-RA	chr2R	-0.138314038016876	3.20146807612743	0.148214003831942	0.348383932637289
gwl-RA	chr3R	1.34458536400546	4.49106958251751	-0.0541517152348291	0.406691294156661
CG6904-RA	chr3R	-0.832833436843885	1.57480736822248	-0.126039699591671	0.406080985570942
galectin-RB	chr2L	-0.110644063683993	0.223476455875019	-0.159843912176445	-0.0510187150538414
CG9238-RB	chr3L	-2.59968333152025	4.4489766266448	0.0534688961208276	0.235851012933321
CG5522-RD	chr2R	-0.590797058303524	2.15883174011698	-0.138453857236158	0.850346469305498
Pdp-RA	chrX	-0.252343455696808	-0.47445399864467	-0.644450579912908	0.213347281733441
mr-RA	chr2R	-0.220101171030408	3.29149777585853	-0.0100356614688238	0.220237217349572
Idgf2-RA	chr2L	-0.0686058220573935	2.94264317467609	-0.735601507496608	0.1101750324929
CG5913-RA	chr3R	-1.67711561841636	3.15668847903167	-0.0782911953520898	0.341223426249724
Ef1gamma-RB	chr3R	0.785030412262828	1.26829390938184	-0.122015058639309	0.016369416609948
CG9890-RA	chr2R	-1.39843206990478	-1.63042855478764	0.0739047663867035	0.198354462818995
Thiolase-RA	chr2R	0.793549122532571	2.15618624868654	-0.189410336190469	0.250387153099477
CG3011-RB	chrX	-0.558490289359966	0.478540441584998	-0.013373372717112	-0.225291447029408
CG2604-RC	chr3R	-0.674599713205834	1.20136177149317	-0.0688977782719392	0.428724959429055
CG32075-RA	chr3L	-0.064872736570949	-0.0593633927988501	-0.278545987323711	-0.118599935177836
Tsf2-RA	chr3L	-1.10259348175666	0.653585778570911	-0.221028073234246	0.35980110811523
CG5835-RA	chr3R	-1.60708976375655	5.54096305720826	-0.0324787263597083	0.551745713634332
CG5180-RA	chr3R	-1.15990864418958	0.0508011757723615	-0.40800492834924	-0.03204425320575
nopo-RA	chr2R	-0.387468369912429	3.16085566549316	0.313699132702062	1.04207348520721
CG42395-RA	chrX	-0.490692858144058	0.632023845955495	0.0497696040532533	0.580921739737611
a6-RA	chrX	1.34385902914638	1.67564464427414	-0.00071402874057835	0.00834734271352341
CG15877-RA	chr3L	-1.55797149107229	-1.32623189747659	-0.442297761667802	0.251716900861395
dome-RA	chrX	-1.71604873716469	2.12969812126113	-0.324462165530433	0.307841915409866
foi-RA	chr3L	1.30967054837085	2.73554497931392	0.0984518718446153	0.125007594795306
Gint3-RB	chr2R	0.310785754452674	1.73950841394848	-0.0891732976362162	-0.0365011812681767
phl-RC	chrX	0.571967853096807	-2.26839659863214	-0.613375068010746	-1.43162295971329
CG8668-RA	chr2L	0.00268408457120634	1.01701282691491	-0.120446851184199	0.846544945382007
CG2818-RA	chr2L	-0.0923968507936256	1.22144248661316	0.0261483939956912	0.238811023797339
CG10080-RA	chr2R	0.0271207907295415	0.482223081042987	-0.0771828821115502	0.265421849031341
SIP3-RA	chrX	0.343583289950773	0.894526770257395	-0.464623042162423	-0.10153126316858
CG42362-RA	chr2R	-0.547487795302494	4.64327899631198	-0.509949146304311	-0.256118894017474
defl-RA	chr3L	0.422944272818855	1.90299540866099	-0.360969231461288	0.05575682597852
CG32626-RC	chrX	0.671672170892283	-0.481485003497571	-0.144720285614549	-0.187383602231495
CG13890-RA	chr3L	-2.10287718064031	0.354244277309789	0.444296733549597	0.567289238843546
CG11696-RA	chrX	-0.865143766721955	1.3591462983868	-0.0828930083483455	0.260204402043823
sgg-RH	chrX	1.67939904057466	1.61488613727128	0.0459659143456932	-0.208154205299888
fbl-RD	chr3L	0.991567160419478	0.223353897573888	-0.0350762381457645	0.342527413572109
CG31169-RB	chr3R	-1.84921694471721	1.33698901832088	0.0640424587677624	0.170753184611374
CG13937-RD	chr3L	-0.469517054776626	2.846163748696	0.41503749927884	0.818351444806422
CG3420-RA	chr2R	0.662965012722426	1.27500704749987	-1.50731735682696	-0.525542987190674
CLIP-190-RB	chr2L	-3.99988498465008	-0.383149219610572	-0.660125727109569	-0.112746831107071
Pcaf-RA	chr3L	-0.155522536621682	0.825737342535984	-0.0743769694033578	0.305684574230486
Aats-thr-RB	chr2L	-0.177243935835037	0.935122587237524	-0.182419150492887	-0.141633887872736
CG9510-RB	chr2L	-3.03104648354567	0.719071656515942	-0.272393419337736	0.208936542863261
CG5198-RA	chr2L	0.0850237957989268	1.30731922597322	-0.101692841220986	0.0159118590912721
bun-RG	chr2L	0.870530813629565	3.35344450394381	-0.00504108226255674	0.550947628543416
CG3338-RA	chr2L	-0.970671334734416	-0.0488152943597935	0.0391511273703957	0.443166564274511
CycG-RC	chr3R	0.17605057211746	1.15109603256434	-0.0281243026970223	0.344375339805554
CG11593-RB	chr3L	-0.00209237896124026	-1.17547120667997	-0.118676725051176	0.43063435432986
CG11076-RB	chr4	3.25500154952384	0.989242831990704	0.0156980594951546	0.0780025120012792
CG30499-RA	chr2R	0.955605880641547	3.96971564459793	0.0864456741104669	0.207321654574842
CG10600-RA	chr2L	-0.251093672737701	2.90293917565066	0.16931225363049	0.578934976166712
wgn-RA	chrX	-1.43262094947912	4.96869870129814	0.00560564806205115	1.01998127733674
ERR-RB	chr3L	0.702417815365438	-0.228067482438872	0.0579465423475305	0.0130763571628345
CG15684-RA	chr3R	-2.75353344368469	-2.27390658002442	0.974992565641009	0.0994168835187302
CG12379-RB	chrX	-0.177084793015178	-0.961095638868457	0.39917684436955	-0.781019013312688
MKP-4-RB	chrX	0.857994988900732	1.51791954730311	-0.103996512186698	0.240273940900149
gkt-RA	chr2L	0.230473225902558	0.324321526617936	0.0176736360967539	-0.0840090494090587
emc-RA	chr3L	-0.176426567384268	3.64543295117168	-0.00832126339174547	0.179558509416803
Sos-RA	chr2L	-0.525879543550807	1.15154324539159	-0.161540697822867	0.577060926637914
Uhg7-RA	chr3L	-1.54547245549139	0.206381727028294	-0.018026013394585	-0.23906006195526
l(3)L1231-RA	chr3R	-0.452539391247231	1.14140047757479	-0.313475995693372	0.182343257798632
PNGase-RA	chr2R	-0.491388385408959	0.178032828508024	0.0318137486757868	0.27919046603565
RhoGDI-RA	chr3L	0.0143364712676549	1.45278858563338	-0.0568590035342272	0.390196115624517
CG8378-RA	chr2R	-0.431987972828509	2.30966827379256	-0.119970696373822	0.150300500590412
eff-RA	chr3R	-1.80658829799808	-2.1814725782365	-0.144630232517845	0.162488067899983
mge-RB	chr3L	-2.13294933414274	-3.47668179934845	0.391190757324481	0.179323699444561
CG3570-RA	chr2R	-0.547487795302494	1.31058503955695	-0.565510138054983	-0.282651607846214
dUTPase-RA	chr2L	-1.86167184345202	1.27341642436091	-0.171629307654561	-0.0607070232088752
Pten-RH	chr2L	-0.472262367971795	2.30990375572274	-0.319306107451855	-0.00863042939855766
CG33967-RA	chr3R	-0.179444867074212	5.45816537915108	0.138980277362972	0.532086423039799
cav-RB	chr3R	-0.173662555452125	-1.54512223618936	-0.270176108323589	0.633685694451936
CG6388-RA	chr2L	-0.82312223791592	0.925444683161191	-0.347773796695519	0.04680900802041
CG11900-RA	chr3R	-0.014721505706765	0.37851162325373	-0.879705766282289	0.42662547355406
CG8386-RA	chr2R	-1.17697975897626	1.1709220756081	-0.0565835283663683	0.571479271357537
CG7518-RC	chr3R	-0.896479547861166	0.781933300143974	0.146324635452182	0.318424008128831
CG6791-RB	chr3R	-1.46373175607092	2.97582191929206	-0.0986508882077897	0.122705773202381
CG7071-RA	chr3R	-0.21459405077604	1.59347620842966	0.049498455607848	0.216666361231174
alphaTub84D-RA	chr3R	-1.11761254028381	1.87610676262837	-0.13418327350851	0.135893317025238
Pde8-RI	chr2R	0.26238175029636	2.6351826117442	0.0640110513424132	0.30601689175419
MED18-RA	chrX	0.522454946904827	0.617089472331118	0.246437895303097	0.207822819601279
CG3587-RA	chrX	0.804729452650779	2.73974011250197	-0.120638922535715	0.107559120481944
syd-RD	chr3L	0.17111191639276	NA	0.161051598435117	-0.704544116473828
Dlic-RD	chrX	0.140280608420504	4.16278469110195	-0.550605790002422	0.0780594504104066
Nc73EF-RB	chr3L	-3.71068583471471	-2.54507650815507	0.137532685599895	0.629881570070946
CG3815-RA	chrX	-0.368952014366798	2.62930086267208	-0.544299496255122	-0.415164798841977
CG10874-RB	chr2L	-0.923491466859804	-0.275547666574131	-0.227237830653248	-0.413715816974324
CG9356-RA	chr3R	-2.39941746619645	-1.14816102715066	-0.170702944324947	0.334363823691146
Rpn12-RA	chr3L	-1.02696704760027	1.0703893278914	0.477352705129326	0.470387427706099
CG30493-RB	chr2R	-1.57193020700695	-0.138381657267068	-0.457585408680855	-0.177155246765335
CG9004-RA	chr3L	-0.164970276300599	0.579678466871673	-0.0614127186941015	0.190058314550312
CG31678-RC	chr2L	-0.194425963294927	-2.04235672408374	0.0389482734624557	0.0436008082155084
Droj2-RC	chr3R	0.396316911947093	0.532094886671522	-0.0762065344451539	-0.0356566116685665
CG6443-RA	chr2L	-1.84144640409126	-0.981071977233105	-0.0508920811911032	-0.0934696728515607
rdx-RC	chr3R	0.387428777517292	3.58154698075796	0.0728333136837239	0.270332371027506
CG5098-RA	chr2R	-0.565322071248562	1.00510689043309	-0.26011283975235	0.417424997219433
sgg-RA	chrX	1.5980721817354	1.78621615499945	0.0407512371776589	0.378986233500927
chic-RB	chr2L	-1.39017882559018	1.58519939168855	-0.00483163158546429	0.397308988604863
CG7065-RA	chrX	-0.780016038555817	1.78598724427953	-0.168361173635911	-0.0474715827229182
RnrL-RA	chr2L	-0.380922141844411	-0.500325283168642	-0.168447455103992	0.487924554688118
CG5840-RB	chr3R	0.390246072759067	4.56815374340723	-0.898241717719716	-0.81503068907548
CG4278-RA	chr2L	-0.563396736262147	0.92301983616044	-0.153709415395453	0.0764708258600692
CG33774-RA	chr2R	NA	NA	0.362570079384713	1.28824496863107
Pros45-RA	chrX	-0.300989645117294	1.82714714427411	-0.109295122096632	0.212260172617029
CG12140-RA	chr2R	-1.32719609017499	0.734547053879293	-0.0384916880732474	0.562870017237371
Vap-33-1-RD	chrX	-0.304676639609036	0.867038887005326	-0.0958507918697952	0.520971395836624
Aldh-III-RI	chr2R	-0.512471298838891	2.52694788429451	0.134948227134231	0.619272839350582
CG42270-RD	chrX	0.62085177737859	1.95832715083508	0.232938598666028	0.459641883633791
CG12204-RA	chrX	-0.269147529560406	1.70139063218687	-1.05889368905357	-1.4009480940885
l(2)44DEa-RG	chr2R	-0.157391087582491	1.02353551446079	-0.13226045683842	0.322228260192261
CG30373-RA	chr2R	-1.0095860488292	-0.206450877467426	-0.30485458152842	-0.106915203916511
mRpL39-RA	chr3L	-1.94917293848712	0.573620741147608	-0.498921734540014	-0.0775906438151166
CG7262-RA	chr3R	-0.776427089260656	0.677169938818245	-0.204551344551945	-0.130112053954449
CG2807-RA	chr2L	-0.498498409971687	1.0572851211688	0.0529929000182799	0.369276502889661
Spase18-21-RA	chr3R	-1.97078667475131	-0.225178570467772	-0.0313462368673456	0.295758638385241
CG8211-RA	chrX	-0.603425859293695	3.0240569554242	-0.188352252124132	-0.105830581329014
CG10158-RA	chr2L	-0.745396734062568	0.882424399048719	-0.321710313161401	0.0784922262696698
MrgBP-RA	chr2R	1.60194985474173	1.91456452349394	0.318561243788967	0.297618221572237
Rel-RD	chr3R	0.366203505712565	0.881556004233879	-0.130778814132329	-0.00327363794183659
Hrs-RA	chr2L	0.397033667540379	0.290580732719454	-0.121223183897925	-0.0407442452743159
CG9447-RB	chr2R	-2.64157000826197	0.380770487205311	0.0395928119336738	-0.796646495881079
Pk92B-RB	chr3R	-0.346291021195555	2.09484054853392	-0.0605884379091221	0.413512984572096
CG8079-RB	chr2R	-1.14404636961671	3.23068154502633	-0.0071474280196146	0.575767999481143
mrj-RC	chr2R	-1.02253167627487	-0.756411985256342	-0.0534739850180616	0.313028633130478
CG11337-RB	chr3R	0.629481167499804	-1.06074448474151	-0.505700474988888	0.341297826605264
TM9SF4-RA	chr2L	-0.460847413688006	1.17367193348698	0.26930280323603	0.40632066142366
brat-RB	chr2L	-0.248026766654102	3.14970247597594	-0.0962927195892708	0.456993412229062
alpha-Adaptin-RB	chr2L	0.724293594538864	2.05622308158373	-0.0852246789327795	0.371048007539266
tral-RA	chr3L	-0.25190668076047	3.47190277650674	-0.31698343702818	0.190183840426111
CG1620-RB	chr2R	-0.111055982289768	2.73085927038746	0.19232976922277	0.437009518952301
CG12918-RA	chr2R	0.62344472975176	2.76052849934078	0.37768525852991	0.972497671765113
Ir76a-RE	chr3L	-0.399603592862276	2.51691937457378	-0.51096191927738	-0.0961370970890489
CG2147-RA	chrX	NA	NA	-0.12347974036388	0.733188903420722
homer-RB	chr2L	0.3890422907459	0.810296197369728	-0.274098858361126	0.354369547450679
srp-RA	chr3R	-1.88594626078227	1.53895832342546	-0.373509504544851	0.0575303245809806
opa1-like-RB	chr2R	-1.19274009242843	0.591523944849418	0.0226420002162218	0.440433873649433
CG17665-RB	chr2R	-0.515779690703619	3.17454510818723	-0.151181880249295	0.132466270599876
cals-RB	chr4	-0.250912489751947	1.42169458118029	0.0527407371407682	0.444119548929934
NTPase-RD	chr2L	-3.26917516787289	-7.57171835234814	0.397468051389161	1.57995512226654
CG11377-RA	chr2L	-0.402063783814689	1.56049264227111	-0.176133252361968	0.372233176735431
CG5288-RC	chr3L	0.707267055597547	1.90634089278576	0.0424352663204011	0.225557570144281
CG7492-RA	chr3L	-0.169262338589457	2.00545001964913	-0.0953894646228063	0.374100963755467
CG11444-RA	chrX	0.959358015502651	2.22856218857666	0.356476321472028	0.645418393545011
CG13907-RA	chr3L	-2.94514751846996	-0.339447209797852	-0.558893013932167	0.563824187421132
CG3714-RE	chr2L	-0.318596734192142	1.34417297481688	-0.0705820789804653	0.138253938102285
pch2-RA	chr3R	-0.883352949270551	0.544113307720183	-0.132746344828588	-0.0308169654836297
CG1486-RA	chrX	-0.728860315639823	-0.131035663981617	-0.159944307548097	0.501337345673063
PGRP-LA-RC	chr3L	-0.467884979686988	1.7774402999758	0.485426827170242	0.730991693121574
ade5-RA	chrX	1.50291197960803	3.91969691629549	0.10325558785701	0.0296111179994111
CG1965-RA	chr3R	-0.077224495100946	1.58732350037339	0.00705304259422549	0.714626829956145
cue-RA	chr3L	0.360010648382251	4.15407547839625	-0.38739004379788	0.0559333626817553
CG42446-RA	chr3R	3.61012138013831	NA	-1.3773305384224	NA
CR33328-RA	chr3R	-0.954766057662451	-0.284961768533414	0.0636846059402764	0.210400072202479
CG4774-RA	chr3R	-0.399624432218367	2.00182120163998	-0.236285998401132	0.381087260844976
CG30185-RA	chr2R	NA	NA	0.236487251222235	0.165238920601748
shep-RC	chr3L	0.0513358055597902	2.09184045070311	-0.14748343055277	0.304881319146752
CG6665-RC	chr2R	-2.16291789328967	0.405061607813844	-0.369227106704776	-0.171148142711753
CG10803-RA	chrX	-0.32046775709535	1.44976887385131	0.12963528041659	0.562328679571564
Ssb-c31a-RA	chr2L	-1.33703498727757	0.390667685559667	0.604071323668861	-0.0981931793923431
CG16985-RA	chr3L	0.295298255004752	2.15315678806142	-0.609415544445694	-0.312738923432702
l(1)G0007-RA	chrX	-0.155191618457501	2.18983944747982	0.0879593046489754	0.286441143374632
CG6523-RA	chr2L	-0.235395210415503	-1.57124219676882	-0.35027443815278	-0.0745553408695507
CG7420-RA	chr2L	-0.495516741572329	2.55110797075714	-0.305176730598037	0.444307839844646
Vps25-RA	chr2R	-2.47031993478003	0.409255146684838	0.328591825168376	0.355313832225956
ATPsyn-d-RB	chr3R	-1.06413033741972	0.670603912472805	0.37873886767351	1.12294677611903
aralar1-RB	chr3R	NA	NA	-0.0162379917968791	NA
Fatp-RC	chr2L	0.258608071948696	5.36464246433591	-0.166080646659558	0.200732782158911
Klp10A-RB	chrX	-0.22965561333368	0.340617534681284	-0.190064462179839	0.239664666707672
mRpL37-RB	chr3R	0.0261148432541165	1.16815118810696	0.308710598204924	0.765272608654171
